,id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,confirmedCountRank,suspectedCount,curedCount,deadCount,deadCountRank,deadRate,deadRateRank,comment,sort,operator,locationId,countryShortCode,countryFullName,statisticsData,incrVo,showRank
10,1689205.0,1585104136000.0,1585104136000.0,,2,欧洲,10,奥地利,,,4839,4876,12.0,0,9,28,21.0,0.57,49.0,,0.0,yuyb,963001,AUT,Austria,https://file1.dxycdn.com/2020/0315/012/3402160532135229192-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
11,,,,,2,亚洲,999,中国,,,4768,81846,1.0,0,73791,3287,2.0,4.01,14.0,,,,951001,CHN,China,https://file1.dxycdn.com/2020/0324/365/3403879066662294476-135.json,"{'currentConfirmedIncr': -397, 'confirmedIncr': 99, 'curedIncr': 492, 'deadIncr': 4}",True
12,1689179.0,1585104136000.0,1585104136000.0,,2,欧洲,10,比利时,,,3797,4269,13.0,0,350,122,11.0,2.85,19.0,,0.0,yuyb,961001,BEL,Belgium,https://file1.dxycdn.com/2020/0315/838/3402160514955359353-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
13,1689212.0,1585104136000.0,1585104136000.0,,2,欧洲,10,挪威,,,2784,2796,14.0,0,0,12,27.0,0.42,54.0,,0.0,yuyb,962004,NOR,Norway,https://file1.dxycdn.com/2020/0315/616/3402160534282889764-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
14,1689156.0,1585104136000.0,1585104136000.0,,2,北美洲,10,加拿大,,,2654,2792,15.0,0,112,26,23.0,0.93,41.0,,0.0,yuyb,971001,CAN,Canada,https://file1.dxycdn.com/2020/0315/505/3402160534282712951-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
15,1689312.0,1585104136000.0,1585104136000.0,,2,欧洲,10,葡萄牙,,,2311,2362,16.0,0,22,29,20.0,1.22,37.0,,0.0,yuyb,965010,PRT,Portugal,https://file1.dxycdn.com/2020/0315/256/3402160527840261777-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
16,1689167.0,1585104136000.0,1585104136000.0,,2,欧洲,10,瑞典,,,2219,2272,17.0,0,17,36,16.0,1.58,27.0,,0.0,yuyb,962005,SWE,Sweden,https://file1.dxycdn.com/2020/0315/516/3402160512807875646-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
17,1689155.0,1585104136000.0,1585104136000.0,,2,大洋洲,10,澳大利亚,,,2101,2136,18.0,0,27,8,30.0,0.37,55.0,,0.0,yuyb,990001,AUS,Australia,https://file1.dxycdn.com/2020/0315/646/3402160532135406038-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
18,1689195.0,1585104136000.0,1585104136000.0,,2,亚洲,10,以色列,,,1874,1930,19.0,0,53,3,35.0,0.15,61.0,,0.0,yuyb,955009,ISR,Israel,https://file1.dxycdn.com/2020/0315/982/3402160514955536220-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
19,1689208.0,1585104136000.0,1585104136000.0,,2,南美洲,10,巴西,,,1857,1891,20.0,0,0,34,18.0,1.79,25.0,,0.0,yuyb,973003,BRA,Brazil,https://file1.dxycdn.com/2020/0315/559/3402160538577857305-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
20,1689557.0,1585104136000.0,1585104136000.0,,2,亚洲,10,土耳其,,,1828,1872,21.0,0,0,44,14.0,2.35,22.0,,0.0,yuyb,955018,TUR,Turkey,https://file1.dxycdn.com/2020/0315/952/3402160538577680436-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
21,1689211.0,1585104136000.0,1585104136000.0,,2,欧洲,10,丹麦,,,1558,1591,23.0,0,1,32,19.0,2.01,23.0,,0.0,yuyb,962001,DNK,Denmark,https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
22,1689148.0,1585104136000.0,1585104136000.0,,2,亚洲,4,马来西亚,,,1426,1624,22.0,0,183,15,26.0,0.92,42.0,,0.0,yuyb,952007,MYS,Malaysia,https://file1.dxycdn.com/2020/0315/777/3402160506365601260-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
23,1689260.0,1585104136000.0,1585104136000.0,,2,欧洲,10,爱尔兰,,,1322,1329,24.0,0,0,7,31.0,0.52,50.0,,0.0,yuyb,961003,IRL,Ireland,https://file1.dxycdn.com/2020/0315/153/3402160510660568721-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
24,1689265.0,1585104136000.0,1585104136000.0,,2,欧洲,10,捷克,,,1228,1236,25.0,0,7,1,37.0,0.08,64.0,,0.0,yuyb,963002,CZE,Czechia,https://file1.dxycdn.com/2020/0315/497/3402160532135229255-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
25,1689261.0,1585104136000.0,1585104136000.0,,2,欧洲,10,卢森堡,,,1091,1099,27.0,0,0,8,30.0,0.72,46.0,,0.0,yuyb,961004,LUX,Luxembourg,https://file1.dxycdn.com/2020/0315/943/3402160538577857289-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
26,1689207.0,1585104136000.0,1585104136000.0,,2,亚洲,10,巴基斯坦,,,959,972,28.0,0,6,7,31.0,0.72,46.0,,0.0,yuyb,953006,PAK,Pakistan,https://file1.dxycdn.com/2020/0315/432/3402160525692777910-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
27,1689324.0,1585104136000.0,1585104136000.0,,2,南美洲,10,智利,,,903,922,29.0,0,17,2,36.0,0.21,59.0,,0.0,yuyb,973004,CHL,Chile,https://file1.dxycdn.com/2020/0315/808/3402160527840261646-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
28,1689150.0,1585104136000.0,1585104136000.0,,2,亚洲,6,日本,,,881,1209,26.0,0,285,43,15.0,3.55,15.0,,0.0,yuyb,951002,JPN,Japan,https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
29,1689404.0,1585104136000.0,1585104136000.0,,2,欧洲,10,波兰,,,878,901,30.0,0,13,10,28.0,1.10,39.0,,0.0,yuyb,963006,POL,Poland,https://file1.dxycdn.com/2020/0315/811/3402160506365424422-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
30,1689162.0,1585104136000.0,1585104136000.0,,2,欧洲,10,芬兰,,,781,792,32.0,0,10,1,37.0,0.12,63.0,,0.0,yuyb,962002,FIN,Finland,https://file1.dxycdn.com/2020/0315/473/3402160538577857276-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
31,1689262.0,1585104136000.0,1585104136000.0,,2,南美洲,10,厄瓜多尔,,,775,790,33.0,0,0,15,26.0,1.89,24.0,,0.0,yuyb,973006,ECU,Ecuador,https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
32,1689146.0,1585104136000.0,1585104136000.0,,2,亚洲,2,泰国,,,766,827,31.0,0,57,4,34.0,0.48,52.0,,0.0,yuyb,952010,THA,Thailand,https://file1.dxycdn.com/2020/0315/926/3402160512808052473-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
33,1689270.0,1585104136000.0,1585104136000.0,,2,亚洲,10,沙特阿拉伯,,,738,767,34.0,0,28,1,37.0,0.13,62.0,,0.0,yuyb,955016,SAU,Saudi Arabia,https://file1.dxycdn.com/2020/0315/830/3402160536430373532-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
34,1689206.0,1585104136000.0,1585104136000.0,,2,欧洲,10,希腊,,,704,743,35.0,0,19,20,24.0,2.69,20.0,,0.0,yuyb,965007,GRC,Greece,https://file1.dxycdn.com/2020/0315/800/3402160534282889817-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
35,1689221.0,1585104136000.0,1585104136000.0,,2,欧洲,10,冰岛,,,646,648,38.0,0,0,2,36.0,0.30,58.0,,0.0,yuyb,962003,ISL,Iceland,https://file1.dxycdn.com/2020/0315/786/3402160514955359317-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
36,1689267.0,1585104136000.0,1585104136000.0,,2,亚洲,10,印度尼西亚,,,627,686,37.0,0,9,50,13.0,7.28,5.0,,0.0,yuyb,952005,IDN,Indonesia,https://file1.dxycdn.com/2020/0315/308/3402160527840438594-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
37,1689424.0,1585104136000.0,1585104136000.0,,2,非洲,10,南非,,,554,554,41.0,0,0,0,38.0,0.00,65.0,,0.0,yuyb,984011,ZAF,South Africa,https://file1.dxycdn.com/2020/0315/417/3402160540725164203-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
38,1689209.0,1585104136000.0,1585104136000.0,,2,欧洲,10,罗马尼亚,,,538,576,39.0,0,31,7,31.0,1.21,38.0,,0.0,yuyb,965011,ROU,Romania,https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
39,1689168.0,1585104136000.0,1585104136000.0,,2,亚洲,10,菲律宾,,,497,552,42.0,0,20,35,17.0,6.34,8.0,,0.0,yuyb,952008,PHL,Philippines,https://file1.dxycdn.com/2020/0315/180/3402160512807875628-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
40,1689163.0,1585104136000.0,1585104136000.0,,2,亚洲,10,印度,,,487,536,43.0,0,40,9,29.0,1.67,26.0,,0.0,yuyb,953003,IND,India,https://file1.dxycdn.com/2020/0315/045/3402160534282889835-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
41,1689259.0,1585104136000.0,1585104136000.0,,2,亚洲,10,卡塔尔,,,485,526,44.0,0,41,0,38.0,0.00,65.0,,0.0,yuyb,955015,QAT,Qatar,https://file1.dxycdn.com/2020/0315/741/3402160510660391882-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
42,1689165.0,1585104136000.0,1585104136000.0,,2,欧洲,10,俄罗斯,,,477,495,45.0,0,17,1,37.0,0.20,60.0,,0.0,yuyb,964006,RUS,Russian Federation,https://file1.dxycdn.com/2020/0315/629/3402160517102843039-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
43,1689406.0,1585104136000.0,1585104136000.0,,2,欧洲,10,斯洛文尼亚,,,439,442,47.0,0,0,3,35.0,0.67,47.0,,0.0,yuyb,965014,SVN,Slovenia,https://file1.dxycdn.com/2020/0315/527/3402160510660391945-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
44,1689480.0,1585104136000.0,1585104136000.0,,2,北美洲,10,巴拿马,,,437,443,46.0,0,0,6,32.0,1.35,31.0,,0.0,yuyb,972007,PAN,Panama,https://file1.dxycdn.com/2020/0315/692/3402160525692954763-135.json,"{'currentConfirmedIncr': 98, 'confirmedIncr': 98, 'curedIncr': 0, 'deadIncr': 0}",True
45,1689147.0,1585104136000.0,1585104136000.0,,2,亚洲,3,新加坡,,,404,558,40.0,0,152,2,36.0,0.35,56.0,,0.0,yuyb,952009,SGP,Singapore,https://file1.dxycdn.com/2020/0315/901/3402160525692777969-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
46,1689220.0,1585104136000.0,1585104136000.0,,2,北美洲,10,墨西哥,,,399,405,48.0,0,1,5,33.0,1.23,36.0,,0.0,yuyb,971003,MEX,Mexico,https://file1.dxycdn.com/2020/0315/566/3402160534282889843-135.json,"{'currentConfirmedIncr': 34, 'confirmedIncr': 35, 'curedIncr': 0, 'deadIncr': 1}",True
47,1689425.0,1585104136000.0,1585104136000.0,,2,南美洲,10,秘鲁,,,389,395,50.0,0,1,5,33.0,1.26,35.0,,0.0,yuyb,973008,PER,Peru,https://file1.dxycdn.com/2020/0315/005/3402160540725341040-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
48,1689427.0,1585104136000.0,1585104136000.0,,2,南美洲,10,哥伦比亚,,,369,378,52.0,0,6,3,35.0,0.79,44.0,,0.0,yuyb,973005,COL,Colombia,https://file1.dxycdn.com/2020/0315/269/3402160512808052512-135.json,"{'currentConfirmedIncr': 95, 'confirmedIncr': 101, 'curedIncr': 6, 'deadIncr': 0}",True
49,1689210.0,1585104136000.0,1585104136000.0,,2,欧洲,10,爱沙尼亚,,,369,369,53.0,0,0,0,38.0,0.00,65.0,,0.0,yuyb,964002,EST,Estonia,https://file1.dxycdn.com/2020/0315/704/3402160514955359338-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
50,1689202.0,1585104136000.0,1585104136000.0,,2,欧洲,10,克罗地亚,,,309,315,55.0,0,5,1,37.0,0.31,57.0,,0.0,yuyb,965005,HRV,Croatia,https://file1.dxycdn.com/2020/0315/154/3402160527840438555-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
51,1689423.0,1585104136000.0,1585104136000.0,,2,欧洲,10,塞尔维亚,,,306,310,56.0,0,0,4,34.0,1.29,34.0,,0.0,yuyb,965013,SRB,Serbia,https://file1.dxycdn.com/2020/0315/316/3402160534282712994-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
52,1689180.0,1585104136000.0,1585104136000.0,,2,非洲,10,埃及,,,302,402,49.0,0,80,20,24.0,4.97,10.0,,0.0,yuyb,981002,EGY,Egypt,https://file1.dxycdn.com/2020/0315/246/3402160540725341003-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
53,1689325.0,1585104136000.0,1585104136000.0,,2,南美洲,10,阿根廷,,,296,301,58.0,0,1,4,34.0,1.32,32.0,,0.0,yuyb,973001,ARG,Argentina,https://file1.dxycdn.com/2020/0315/963/3402160508513085001-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
54,1689196.0,1585104136000.0,1585104136000.0,,2,亚洲,10,黎巴嫩,,,292,304,57.0,0,8,4,34.0,1.31,33.0,,0.0,yuyb,955012,LBN,Lebanon,https://file1.dxycdn.com/2020/0315/735/3402160529987745467-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
55,1689266.0,1585104136000.0,1585104136000.0,,2,北美洲,10,多米尼加,,,242,245,62.0,0,0,3,35.0,1.22,37.0,,0.0,yuyb,974006,DOM,Dominican Republic,https://file1.dxycdn.com/2020/0315/651/3402160506365601251-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
56,1689264.0,1585104136000.0,1585104136000.0,,2,亚洲,10,亚美尼亚,,,235,249,60.0,0,14,0,38.0,0.00,65.0,,0.0,yuyb,955002,ARM,Armenia,https://file1.dxycdn.com/2020/0315/583/3402160508513085016-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
57,1689204.0,1585104136000.0,1585104136000.0,,2,非洲,10,阿尔及利亚,,,233,264,59.0,0,12,19,25.0,7.19,6.0,,0.0,yuyb,981001,DZA,Algeria,https://file1.dxycdn.com/2020/0315/112/3402160514955536226-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
58,1689197.0,1585104136000.0,1585104136000.0,,2,亚洲,10,伊拉克,,,214,316,54.0,0,75,27,22.0,8.54,3.0,,0.0,yuyb,955008,IRQ,Iraq,https://file1.dxycdn.com/2020/0315/762/3402160510660568794-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
59,1689434.0,1585104136000.0,1585104136000.0,,2,欧洲,10,保加利亚,,,212,218,63.0,0,3,3,35.0,1.37,30.0,,0.0,yuyb,965004,BGR,Bulgaria,https://file1.dxycdn.com/2020/0315/249/3402160532135229245-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
60,1689199.0,1585104136000.0,1585104136000.0,,2,亚洲,10,巴林,,,211,391,51.0,0,177,3,35.0,0.76,45.0,,0.0,yuyb,955004,BHR,Bahrain,https://file1.dxycdn.com/2020/0315/852/3402160536430196734-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
61,1689216.0,1585104136000.0,1585104136000.0,,2,欧洲,10,立陶宛,,,207,209,64.0,0,1,1,37.0,0.47,53.0,,0.0,yuyb,964004,LTU,Lithuania,https://file1.dxycdn.com/2020/0315/774/3402160536430196722-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
62,1689161.0,1585104136000.0,1585104136000.0,,2,亚洲,10,阿联酋,,,205,248,61.0,0,41,2,36.0,0.80,43.0,,0.0,yuyb,955019,ARE,United Arab Emirates,https://file1.dxycdn.com/2020/0315/584/3402160508513084973-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
63,1689217.0,1585104136000.0,1585104136000.0,,2,大洋洲,10,新西兰,,,205,205,65.0,4,0,0,38.0,0.00,65.0,,0.0,yuyb,990007,NZL,New Zealand,https://file1.dxycdn.com/2020/0315/194/3402160489185731566-135.json,"{'currentConfirmedIncr': 63, 'confirmedIncr': 63, 'curedIncr': 0, 'deadIncr': 0}",True
64,1689353.0,1585104136000.0,1585104136000.0,,2,欧洲,10,拉脱维亚,,,197,197,67.0,0,0,0,38.0,0.00,65.0,,0.0,yuyb,964003,LVA,Latvia,https://file1.dxycdn.com/2020/0315/786/3402160540725164137-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
65,1689431.0,1585104136000.0,1585104136000.0,,2,欧洲,10,斯洛伐克,,,196,204,66.0,0,7,1,37.0,0.49,51.0,,0.0,yuyb,963007,SVK,Slovakia,https://file1.dxycdn.com/2020/0315/353/3402160510660391916-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
66,1689664.0,1585104137000.0,1585104137000.0,,2,南美洲,10,乌拉圭,,,189,189,69.0,0,0,0,38.0,0.00,65.0,,0.0,yuyb,973011,URY,Uruguay,https://file1.dxycdn.com/2020/0317/992/3402535566531994277-135.json,"{'currentConfirmedIncr': 27, 'confirmedIncr': 27, 'curedIncr': 0, 'deadIncr': 0}",True
67,1689263.0,1585104136000.0,1585104136000.0,,2,欧洲,10,圣马力诺,,,165,187,70.0,0,2,20,24.0,10.69,1.0,,0.0,yuyb,965012,SMR,San Marino,https://file1.dxycdn.com/2020/0315/846/3402160508513085010-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
68,1689269.0,1585104136000.0,1585104136000.0,,2,欧洲,10,安道尔,,,162,164,72.0,0,1,1,37.0,0.60,48.0,,0.0,yuyb,965002,AND,Andorra,https://file1.dxycdn.com/2020/0315/231/3402160534282712957-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
69,1689310.0,1585104136000.0,1585104136000.0,,2,非洲,10,摩洛哥,,,159,170,71.0,0,6,5,33.0,2.94,18.0,,0.0,yuyb,981004,MAR,Morocco,https://file1.dxycdn.com/2020/0315/520/3402160510660391844-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
70,1689405.0,1585104136000.0,1585104136000.0,,2,欧洲,10,匈牙利,,,158,187,70.0,0,21,8,30.0,4.27,13.0,,0.0,yuyb,963004,HUN,Hungary,https://file1.dxycdn.com/2020/0315/954/3402160538577857255-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
71,1689426.0,1585104136000.0,1585104136000.0,,2,北美洲,10,哥斯达黎加,,,156,158,73.0,0,0,2,36.0,1.26,35.0,,0.0,yuyb,972002,CRI,Costa Rica,https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
72,1689198.0,1585104136000.0,1585104136000.0,,2,亚洲,10,科威特,,,152,191,68.0,0,39,0,38.0,0.00,65.0,,0.0,yuyb,955011,KWT,Kuwait,https://file1.dxycdn.com/2020/0315/529/3402160514955359370-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
73,1689311.0,1585104136000.0,1585104136000.0,,2,亚洲,10,约旦,,,152,153,74.0,0,1,0,38.0,0.00,65.0,,0.0,yuyb,955010,JOR,Jordan,https://file1.dxycdn.com/2020/0315/225/3402160532135229235-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
74,1689213.0,1585104136000.0,1585104136000.0,,2,欧洲,10,北马其顿,,,133,136,75.0,0,1,2,36.0,1.47,28.0,,0.0,yuyb,0,MKD,North Macedonia,https://file1.dxycdn.com/2020/0315/506/3402160514955536186-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
75,1689181.0,1585104136000.0,1585104136000.0,,2,其他,10,钻石公主号邮轮,,,128,712,36.0,0,574,10,28.0,1.40,29.0,,0.0,yuyb,0,Princess,International conveyance (Diamond Princess),https://file1.dxycdn.com/2020/0315/381/3402160536430196671-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
76,1689407.0,1585104136000.0,1585104136000.0,,2,欧洲,10,波黑,,,128,131,77.0,0,2,1,37.0,0.76,45.0,,0.0,yuyb,965003,BIH,Bosnia and Herzegovina,https://file1.dxycdn.com/2020/0315/908/3402160538577857266-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
77,1689435.0,1585104136000.0,1585104136000.0,,2,欧洲,10,摩尔多瓦,,,123,125,78.0,0,1,1,37.0,0.80,43.0,,0.0,yuyb,964005,MDA,Republic of Moldova,https://file1.dxycdn.com/2020/0315/234/3402160527840438516-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
78,1689438.0,1585104136000.0,1585104136000.0,,2,亚洲,10,塞浦路斯,,,123,124,79.0,0,0,1,37.0,0.80,43.0,,0.0,yuyb,955005,CYP,Cyprus,https://file1.dxycdn.com/2020/0315/686/3402160529987745486-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
79,1689655.0,1585104137000.0,1585104137000.0,,2,欧洲,10,法罗群岛,,,118,118,81.0,0,0,0,38.0,0.00,65.0,,0.0,yuyb,0,FO,Faroe Islands,https://file1.dxycdn.com/2020/0315/071/3402160536430196701-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
80,1689153.0,1585104136000.0,1585104136000.0,,2,亚洲,9,越南,,,117,134,76.0,0,17,0,38.0,0.00,65.0,,0.0,yuyb,952011,VNM,Vietnam,https://file1.dxycdn.com/2020/0315/607/3402160529987745446-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
81,1689352.0,1585104136000.0,1585104136000.0,,2,非洲,10,突尼斯,,,111,114,82.0,0,0,3,35.0,2.63,21.0,,0.0,yuyb,981006,TUN,Tunisia,https://file1.dxycdn.com/2020/0315/984/3402160538577857284-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
82,1689437.0,1585104136000.0,1585104136000.0,,2,欧洲,10,阿尔巴尼亚,,,109,123,80.0,0,10,4,34.0,3.25,17.0,,0.0,yuyb,965001,ALB,Albania,https://file1.dxycdn.com/2020/0315/852/3402160525692954728-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
83,1689432.0,1585104136000.0,1585104136000.0,,2,欧洲,10,马耳他,,,107,107,83.0,0,0,0,38.0,0.00,65.0,,0.0,yuyb,965019,MLT,Malta,https://file1.dxycdn.com/2020/0315/267/3402160529987922302-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
84,1689436.0,1585104136000.0,1585104136000.0,,2,非洲,10,布基纳法索,,,105,114,82.0,0,5,4,34.0,3.50,16.0,,0.0,yuyb,982002,BFA,Burkina Faso,https://file1.dxycdn.com/2020/0315/667/3402160525692777928-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
85,1689482.0,1585104136000.0,1585104136000.0,,2,亚洲,10,文莱,,,100,104,84.0,0,4,0,38.0,0.00,65.0,,0.0,yuyb,952002,BRN,Brunei Darussalam,https://file1.dxycdn.com/2020/0315/199/3402160540725164222-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
86,1689159.0,1585104136000.0,1585104136000.0,,2,亚洲,10,斯里兰卡,,,99,100,85.0,0,1,0,38.0,0.00,65.0,,0.0,yuyb,953007,LKA,Sri Lanka,https://file1.dxycdn.com/2020/0315/984/3402160532135406053-135.json,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",True
