,id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId,countryShortCode,countryFullName,statisticsData
26,1160231.0,1584429695000.0,1584429695000.0,,2,其他,10,钻石公主号邮轮,,,247,712,0,458,7,,0.0,chend,0,Princess,International conveyance (Diamond Princess),https://file1.dxycdn.com/2020/0315/381/3402160536430196671-135.json
27,1160362.0,1584429695000.0,1584429695000.0,,2,欧洲,10,葡萄牙,,,245,245,0,0,0,,0.0,chend,965010,PRT,Portugal,https://file1.dxycdn.com/2020/0315/256/3402160527840261777-135.json
28,1160258.0,1584429695000.0,1584429695000.0,,2,南美洲,10,巴西,,,234,234,0,0,0,,0.0,chend,973003,BRA,Brazil,https://file1.dxycdn.com/2020/0315/559/3402160538577857305-135.json
29,1160310.0,1584429695000.0,1584429695000.0,,2,欧洲,10,爱尔兰,,,221,223,0,0,2,,0.0,chend,961003,IRL,Ireland,https://file1.dxycdn.com/2020/0315/153/3402160510660568721-135.json
30,1160260.0,1584429695000.0,1584429695000.0,,2,欧洲,10,爱沙尼亚,,,205,205,0,0,0,,0.0,chend,964002,EST,Estonia,https://file1.dxycdn.com/2020/0315/704/3402160514955359338-135.json
31,1160257.0,1584429695000.0,1584429695000.0,,2,亚洲,10,巴基斯坦,,,183,184,0,1,0,,0.0,chend,953006,PAK,Pakistan,https://file1.dxycdn.com/2020/0315/432/3402160525692777910-135.json
32,1160271.0,1584429695000.0,1584429695000.0,,2,欧洲,10,冰岛,,,180,180,0,0,0,,0.0,chend,962003,ISL,Iceland,https://file1.dxycdn.com/2020/0315/786/3402160514955359317-135.json
33,1160454.0,1584429695000.0,1584429695000.0,,2,欧洲,10,波兰,,,161,177,0,13,3,,0.0,chend,963006,POL,Poland,https://file1.dxycdn.com/2020/0315/811/3402160506365424422-135.json
34,1160374.0,1584429695000.0,1584429695000.0,,2,南美洲,10,智利,,,156,156,0,0,0,,0.0,chend,973004,CHL,Chile,https://file1.dxycdn.com/2020/0315/808/3402160527840261646-135.json
35,1160259.0,1584429695000.0,1584429695000.0,,2,欧洲,10,罗马尼亚,,,155,158,0,3,0,,0.0,chend,965011,ROU,Romania,https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json
36,1160249.0,1584429695000.0,1584429695000.0,,2,亚洲,10,巴林,,,149,227,0,77,1,,0.0,chend,955004,BHR,Bahrain,https://file1.dxycdn.com/2020/0315/852/3402160536430196734-135.json
37,1160197.0,1584429695000.0,1584429695000.0,,2,亚洲,3,新加坡,,,138,243,0,105,0,,0.0,chend,952009,SGP,Singapore,https://file1.dxycdn.com/2020/0315/901/3402160525692777969-135.json
38,1160230.0,1584429695000.0,1584429695000.0,,2,非洲,10,埃及,,,138,166,0,26,2,,0.0,chend,981002,EGY,Egypt,https://file1.dxycdn.com/2020/0315/246/3402160540725341003-135.json
39,1160218.0,1584429695000.0,1584429695000.0,,2,亚洲,10,菲律宾,,,129,142,0,1,12,,0.0,chend,952008,PHL,Philippines,https://file1.dxycdn.com/2020/0315/180/3402160512807875628-135.json
40,1160317.0,1584429695000.0,1584429695000.0,,2,亚洲,10,印度尼西亚,,,128,134,0,2,4,,0.0,chend,952005,IDN,Indonesia,https://file1.dxycdn.com/2020/0315/308/3402160527840438594-135.json
41,1160320.0,1584429695000.0,1584429695000.0,,2,亚洲,10,沙特阿拉伯,,,127,133,0,6,0,,0.0,chend,955016,SAU,Saudi Arabia,https://file1.dxycdn.com/2020/0315/830/3402160536430373532-135.json
42,1160248.0,1584429695000.0,1584429695000.0,,2,亚洲,10,科威特,,,118,123,0,5,0,,0.0,chend,955011,KWT,Kuwait,https://file1.dxycdn.com/2020/0315/529/3402160514955359370-135.json
43,1160213.0,1584429695000.0,1584429695000.0,,2,亚洲,10,印度,,,112,117,0,3,2,,0.0,chend,953003,IND,India,https://file1.dxycdn.com/2020/0315/045/3402160534282889835-135.json
44,1160196.0,1584429695000.0,1584429695000.0,,2,亚洲,2,泰国,,,111,147,0,35,1,,0.0,chend,952010,THA,Thailand,https://file1.dxycdn.com/2020/0315/926/3402160512808052473-135.json
45,1160246.0,1584429695000.0,1584429695000.0,,2,亚洲,10,黎巴嫩,,,105,109,0,1,3,,0.0,chend,955012,LBN,Lebanon,https://file1.dxycdn.com/2020/0315/735/3402160529987745467-135.json
46,1160247.0,1584429695000.0,1584429695000.0,,2,亚洲,10,伊拉克,,,91,133,0,32,10,,0.0,chend,955008,IRQ,Iraq,https://file1.dxycdn.com/2020/0315/762/3402160510660568794-135.json
47,1160313.0,1584429695000.0,1584429695000.0,,2,欧洲,10,圣马力诺,,,91,98,0,2,5,,0.0,chend,965012,SMR,San Marino,https://file1.dxycdn.com/2020/0315/846/3402160508513085010-135.json
48,1160215.0,1584429695000.0,1584429695000.0,,2,欧洲,10,俄罗斯,,,90,93,0,3,0,,0.0,chend,964006,RUS,Russian Federation,https://file1.dxycdn.com/2020/0315/629/3402160517102843039-135.json
