,id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId,countryShortCode,countryFullName,statisticsData
0,1328572.0,1584626613000.0,1584626613000.0,,2,欧洲,10,意大利,,,29725,36728,0,4025,2978,,0.0,wanglq,965008,ITA,Italy,https://file1.dxycdn.com/2020/0315/993/3402160517102843054-135.json
1,1328574.0,1584626613000.0,1584626613000.0,,2,欧洲,10,西班牙,,,15299,17147,0,1081,767,,0.0,wanglq,965015,ESP,Spain,https://file1.dxycdn.com/2020/0315/812/3402160512807875660-135.json
2,1328566.0,1584626613000.0,1584626613000.0,,2,欧洲,10,德国,,,11810,11973,0,135,28,,0.0,wanglq,963003,DEU,Germany,https://file1.dxycdn.com/2020/0315/631/3402160538577680475-135.json
3,1328602.0,1584626613000.0,1584626613000.0,,2,亚洲,10,伊朗,,,11144,18407,0,5979,1284,,0.0,wanglq,955007,IRN,Iran (Islamic Republic of),https://file1.dxycdn.com/2020/0315/596/3402160510660568739-135.json
4,1328560.0,1584626613000.0,1584626613000.0,,2,北美洲,8,美国,,,9156,9415,0,106,153,,0.0,wanglq,971002,USA,United States of America,https://file1.dxycdn.com/2020/0315/553/3402160512808052518-135.json
5,1328557.0,1584626613000.0,1584626613000.0,,2,欧洲,5,法国,,,8268,9134,0,602,264,,0.0,wanglq,961002,FRA,France,https://file1.dxycdn.com/2020/0315/929/3402160538577857318-135.json
6,,,,,2,亚洲,999,中国,,,7451,81262,0,70561,3250,,,,951001,CHN,China,https://file1.dxycdn.com/2020/0315/383/3402160527840261656-135.json
7,1328559.0,1584626613000.0,1584626613000.0,,2,亚洲,7,韩国,,,6527,8565,0,1947,91,,0.0,wanglq,951004,KOR,Republic of Korea,https://file1.dxycdn.com/2020/0315/779/3402160514955536234-135.json
8,1328611.0,1584626613000.0,1584626613000.0,,2,欧洲,10,瑞士,,,3402,3438,0,3,33,,0.0,wanglq,963008,CHE,Switzerland,https://file1.dxycdn.com/2020/0315/786/3402160525692954837-135.json
9,1328666.0,1584626613000.0,1584626613000.0,,2,欧洲,10,英国,,,2457,2626,0,65,104,,0.0,wanglq,961007,GBR,The United Kingdom,https://file1.dxycdn.com/2020/0315/364/3402160538577680395-135.json
10,1328622.0,1584626613000.0,1584626613000.0,,2,欧洲,10,荷兰,,,1993,2051,0,0,58,,0.0,wanglq,961006,NLD,Netherlands,https://file1.dxycdn.com/2020/0315/850/3402160510660568773-135.json
11,1328587.0,1584626613000.0,1584626613000.0,,2,欧洲,10,比利时,,,1780,1795,0,1,14,,0.0,wanglq,961001,BEL,Belgium,https://file1.dxycdn.com/2020/0315/838/3402160514955359353-135.json
12,1328613.0,1584626613000.0,1584626613000.0,,2,欧洲,10,奥地利,,,1633,1646,0,9,4,,0.0,wanglq,963001,AUT,Austria,https://file1.dxycdn.com/2020/0315/012/3402160532135229192-135.json
13,1328620.0,1584626613000.0,1584626613000.0,,2,欧洲,10,挪威,,,1556,1562,0,0,6,,0.0,wanglq,962004,NOR,Norway,https://file1.dxycdn.com/2020/0315/616/3402160534282889764-135.json
14,1328575.0,1584626613000.0,1584626613000.0,,2,欧洲,10,瑞典,,,1268,1279,0,1,10,,0.0,wanglq,962005,SWE,Sweden,https://file1.dxycdn.com/2020/0315/516/3402160512807875646-135.json
15,1328619.0,1584626613000.0,1584626613000.0,,2,欧洲,10,丹麦,,,1052,1057,0,1,4,,0.0,wanglq,962001,DNK,Denmark,https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json
