,id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId,countryShortCode
81,1060054,1584192669000,1584192669000,,2,亚洲,10,斯里兰卡,,,7,8,0,1,0,,0,zhaocy,953007,LKA
82,1060156,1584192669000,1584192669000,,2,欧洲,10,卢森堡,,,7,7,0,0,0,,0,zhaocy,961004,LUX
83,1060111,1584192669000,1584192669000,,2,欧洲,10,立陶宛,,,6,6,0,0,0,,0,zhaocy,964004,LTU
84,1060112,1584192669000,1584192669000,,2,大洋洲,10,新西兰,,,6,6,0,0,0,,0,zhaocy,990007,NZL
85,1060324,1584192670000,1584192670000,,2,南美洲,10,巴拉圭,,,6,6,0,0,0,,0,zhaocy,973009,PRY
86,1060327,1584192670000,1584192670000,,2,欧洲,10,马耳他,,,6,6,0,0,0,,0,zhaocy,965019,MLT
87,1060596,1584192670000,1584192670000,,2,亚洲,10,哈萨克斯坦,,,6,6,0,0,0,,0,zhaocy,954001,KAZ
88,1060205,1584192670000,1584192670000,,2,非洲,10,摩洛哥,,,5,7,0,0,2,,0,zhaocy,981004,MAR
89,1060492,1584192670000,1584192670000,,2,亚洲,10,土耳其,,,5,5,0,0,0,,0,zhaocy,955018,TUR
90,1060587,1584192670000,1584192670000,,2,南美洲,10,法属圭亚那,,,5,5,0,0,0,,0,zhaocy,0,GUF
91,1060052,1584192669000,1584192669000,,2,亚洲,10,柬埔寨,,,4,5,0,1,0,,0,zhaocy,952003,KHM
92,1060497,1584192670000,1584192670000,,2,北美洲,10,古巴,,,4,4,0,0,0,,0,zhaocy,974004,CUB
93,1060617,1584192670000,1584192670000,,2,南美洲,10,乌拉圭,,,4,4,0,0,0,,0,zhaocy,973011,URY
94,1060203,1584192670000,1584192670000,,2,欧洲,10,乌克兰,,,3,3,0,0,0,,0,zhaocy,964007,UKR
95,1060317,1584192670000,1584192670000,,2,非洲,10,喀麦隆,,,3,3,0,0,0,,0,zhaocy,983001,CMR
96,1060415,1584192670000,1584192670000,,2,亚洲,10,孟加拉国,,,3,3,0,0,0,,0,zhaocy,953001,BGD
97,1060588,1584192670000,1584192670000,,2,北美洲,10,马提尼克,,,3,3,0,0,0,,0,zhaocy,0,MTQ
98,1060620,1584192670000,1584192670000,,2,亚洲,10,留尼汪,,,3,3,0,0,0,,0,zhaocy,0,REU
99,1060110,1584192669000,1584192669000,,2,非洲,10,尼日利亚,,,2,2,0,0,0,,0,zhaocy,982013,NGA
100,1060132,1584192669000,1584192669000,,2,欧洲,10,摩纳哥,,,2,2,0,0,0,,0,zhaocy,961005,MCO
101,1060331,1584192670000,1584192670000,,2,非洲,10,布基纳法索,,,2,2,0,0,0,,0,zhaocy,982002,BFA
102,1060493,1584192670000,1584192670000,,2,非洲,10,刚果（金）,,,2,2,0,0,0,,0,zhaocy,0,COD
103,1060495,1584192670000,1584192670000,,2,南美洲,10,玻利维亚,,,2,2,0,0,0,,0,zhaocy,973002,BOL
104,1060499,1584192670000,1584192670000,,2,北美洲,10,洪都拉斯,,,2,2,0,0,0,,0,zhaocy,972005,HND
105,1060584,1584192670000,1584192670000,,2,非洲,10,加纳,,,2,2,0,0,0,,0,zhaocy,982006,GHA
106,1060589,1584192670000,1584192670000,,2,北美洲,10,圣马丁岛,,,2,2,0,0,0,,0,zhaocy,0,Saint Martin
107,1060591,1584192670000,1584192670000,,2,欧洲,10,法罗群岛,,,2,2,0,0,0,,0,zhaocy,0,FO
108,1060599,1584192670000,1584192670000,,2,南美洲,10,委内瑞拉,,,2,2,0,0,0,,0,zhaocy,0,VEN
109,1060621,1584192670000,1584192670000,,2,欧洲,10,泽西岛,,,2,2,0,0,0,,0,zhaocy,0,Jersey
110,1060622,1584192670000,1584192670000,,2,非洲,10,纳米比亚,,,2,2,0,0,0,,0,zhaocy,984009,NAM
111,1060161,1584192670000,1584192670000,,2,北美洲,10,多米尼加,,,1,1,0,0,0,,0,zhaocy,974006,DOM
112,1060164,1584192670000,1584192670000,,2,欧洲,10,安道尔,,,1,2,0,1,0,,0,zhaocy,965002,AND
113,1060236,1584192670000,1584192670000,,2,欧洲,10,列支敦士登,,,1,1,0,0,0,,0,zhaocy,963005,LIE
114,1060315,1584192670000,1584192670000,,2,亚洲,10,不丹,,,1,1,0,0,0,,0,zhaocy,953002,BTN
115,1060316,1584192670000,1584192670000,,2,欧洲,10,梵蒂冈,,,1,1,0,0,0,,0,zhaocy,965017,VAT
116,1060323,1584192670000,1584192670000,,2,非洲,10,多哥,,,1,1,0,0,0,,0,zhaocy,982016,TGO
117,1060413,1584192670000,1584192670000,,2,亚洲,10,蒙古,,,1,1,0,0,0,,0,zhaocy,0,MNG
118,1060494,1584192670000,1584192670000,,2,北美洲,10,牙买加,,,1,1,0,0,0,,0,zhaocy,974009,JAM
119,1060496,1584192670000,1584192670000,,2,非洲,10,科特迪瓦,,,1,1,0,0,0,,0,zhaocy,982004,CIV
120,1060583,1584192670000,1584192670000,,2,北美洲,10,特立尼达和多巴哥,,,1,1,0,0,0,,0,zhaocy,974013,TTO
121,1060585,1584192670000,1584192670000,,2,非洲,10,加蓬,,,1,1,0,0,0,,0,zhaocy,983004,GA
122,1060586,1584192670000,1584192670000,,2,非洲,10,肯尼亚,,,1,1,0,0,0,,0,zhaocy,985005,KE
123,1060590,1584192670000,1584192670000,,2,北美洲,10,圣巴泰勒米,,,1,1,0,0,0,,0,zhaocy,0,Saint Barthelemy
124,1060592,1584192670000,1584192670000,,2,欧洲,10,直布罗陀,,,1,1,0,0,0,,0,zhaocy,0,CIB
125,1060593,1584192670000,1584192670000,,2,欧洲,10,根西岛,,,1,1,0,0,0,,0,zhaocy,0,Guernsey
126,1060594,1584192670000,1584192670000,,2,大洋洲,10,法属波利尼西亚,,,1,1,0,0,0,,0,zhaocy,0,PYF
127,1060595,1584192670000,1584192670000,,2,非洲,10,埃塞俄比亚,,,1,1,0,0,0,,0,zhaocy,985004,ETH
128,1060597,1584192670000,1584192670000,,2,北美洲,10,危地马拉,,,1,1,0,0,0,,0,zhaocy,972004,GTM
129,1060618,1584192670000,1584192670000,,2,南美洲,10,苏里南,,,1,1,0,0,0,,0,zhaocy,973010,SUR
130,1060619,1584192670000,1584192670000,,2,北美洲,10,圣文森特和格林纳丁斯,,,1,1,0,0,0,,0,zhaocy,974012,VCT
131,1060049,1584192669000,1584192669000,,2,亚洲,10,尼泊尔,,,0,1,0,1,0,,0,zhaocy,953005,NPL
132,1060206,1584192670000,1584192670000,,2,亚洲,10,约旦,,,0,1,0,1,0,,0,zhaocy,955010,JOR
133,1060498,1584192670000,1584192670000,,2,南美洲,10,圭亚那,,,0,1,0,0,1,,0,zhaocy,973007,GUY
134,1060598,1584192670000,1584192670000,,2,非洲,10,苏丹,,,0,1,0,0,1,,0,zhaocy,981005,SDN
