,id,createTime,modifyTime,tags,countryType,continents,provinceId,provinceName,provinceShortName,cityName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,sort,operator,locationId,countryShortCode
91,1071122,1584237709000,1584237709000,,2,亚洲,10,柬埔寨,,,4,5,0,1,0,,0,zhangjing1,952003,KHM
92,1071567,1584237709000,1584237709000,,2,北美洲,10,古巴,,,4,4,0,0,0,,0,zhangjing1,974004,CUB
93,1071670,1584237709000,1584237709000,,2,南美洲,10,乌拉圭,,,4,4,0,0,0,,0,zhangjing1,973011,URY
94,1071273,1584237709000,1584237709000,,2,欧洲,10,乌克兰,,,3,3,0,0,0,,0,zhangjing1,964007,UKR
95,1071387,1584237709000,1584237709000,,2,非洲,10,喀麦隆,,,3,3,0,0,0,,0,zhangjing1,983001,CMR
96,1071485,1584237709000,1584237709000,,2,亚洲,10,孟加拉国,,,3,3,0,0,0,,0,zhangjing1,953001,BGD
97,1071658,1584237709000,1584237709000,,2,北美洲,10,马提尼克,,,3,3,0,0,0,,0,zhangjing1,0,MTQ
98,1071673,1584237709000,1584237709000,,2,亚洲,10,留尼汪,,,3,3,0,0,0,,0,zhangjing1,0,REU
99,1071180,1584237709000,1584237709000,,2,非洲,10,尼日利亚,,,2,2,0,0,0,,0,zhangjing1,982013,NGA
100,1071202,1584237709000,1584237709000,,2,欧洲,10,摩纳哥,,,2,2,0,0,0,,0,zhangjing1,961005,MCO
101,1071401,1584237709000,1584237709000,,2,非洲,10,布基纳法索,,,2,2,0,0,0,,0,zhangjing1,982002,BFA
102,1071563,1584237709000,1584237709000,,2,非洲,10,刚果（金）,,,2,2,0,0,0,,0,zhangjing1,0,COD
103,1071565,1584237709000,1584237709000,,2,南美洲,10,玻利维亚,,,2,2,0,0,0,,0,zhangjing1,973002,BOL
104,1071569,1584237709000,1584237709000,,2,北美洲,10,洪都拉斯,,,2,2,0,0,0,,0,zhangjing1,972005,HND
105,1071654,1584237709000,1584237709000,,2,非洲,10,加纳,,,2,2,0,0,0,,0,zhangjing1,982006,GHA
106,1071659,1584237709000,1584237709000,,2,北美洲,10,圣马丁岛,,,2,2,0,0,0,,0,zhangjing1,0,Saint Martin
107,1071661,1584237709000,1584237709000,,2,欧洲,10,法罗群岛,,,2,2,0,0,0,,0,zhangjing1,0,FO
108,1071669,1584237709000,1584237709000,,2,南美洲,10,委内瑞拉,,,2,2,0,0,0,,0,zhangjing1,0,VEN
109,1071674,1584237709000,1584237709000,,2,欧洲,10,泽西岛,,,2,2,0,0,0,,0,zhangjing1,0,Jersey
110,1071675,1584237709000,1584237709000,,2,非洲,10,纳米比亚,,,2,2,0,0,0,,0,zhangjing1,984009,NAM
111,1071231,1584237709000,1584237709000,,2,北美洲,10,多米尼加,,,1,1,0,0,0,,0,zhangjing1,974006,DOM
112,1071234,1584237709000,1584237709000,,2,欧洲,10,安道尔,,,1,2,0,1,0,,0,zhangjing1,965002,AND
113,1071306,1584237709000,1584237709000,,2,欧洲,10,列支敦士登,,,1,1,0,0,0,,0,zhangjing1,963005,LIE
114,1071385,1584237709000,1584237709000,,2,亚洲,10,不丹,,,1,1,0,0,0,,0,zhangjing1,953002,BTN
115,1071386,1584237709000,1584237709000,,2,欧洲,10,梵蒂冈,,,1,1,0,0,0,,0,zhangjing1,965017,VAT
116,1071393,1584237709000,1584237709000,,2,非洲,10,多哥,,,1,1,0,0,0,,0,zhangjing1,982016,TGO
117,1071483,1584237709000,1584237709000,,2,亚洲,10,蒙古,,,1,1,0,0,0,,0,zhangjing1,0,MNG
118,1071564,1584237709000,1584237709000,,2,北美洲,10,牙买加,,,1,1,0,0,0,,0,zhangjing1,974009,JAM
119,1071566,1584237709000,1584237709000,,2,非洲,10,科特迪瓦,,,1,1,0,0,0,,0,zhangjing1,982004,CIV
120,1071653,1584237709000,1584237709000,,2,北美洲,10,特立尼达和多巴哥,,,1,1,0,0,0,,0,zhangjing1,974013,TTO
121,1071655,1584237709000,1584237709000,,2,非洲,10,加蓬,,,1,1,0,0,0,,0,zhangjing1,983004,GA
122,1071656,1584237709000,1584237709000,,2,非洲,10,肯尼亚,,,1,1,0,0,0,,0,zhangjing1,985005,KE
123,1071660,1584237709000,1584237709000,,2,北美洲,10,圣巴泰勒米,,,1,1,0,0,0,,0,zhangjing1,0,Saint Barthelemy
124,1071662,1584237709000,1584237709000,,2,欧洲,10,直布罗陀,,,1,1,0,0,0,,0,zhangjing1,0,CIB
125,1071663,1584237709000,1584237709000,,2,欧洲,10,根西岛,,,1,1,0,0,0,,0,zhangjing1,0,Guernsey
126,1071664,1584237709000,1584237709000,,2,大洋洲,10,法属波利尼西亚,,,1,1,0,0,0,,0,zhangjing1,0,PYF
127,1071665,1584237709000,1584237709000,,2,非洲,10,埃塞俄比亚,,,1,1,0,0,0,,0,zhangjing1,985004,ETH
128,1071667,1584237709000,1584237709000,,2,北美洲,10,危地马拉,,,1,1,0,0,0,,0,zhangjing1,972004,GTM
129,1071671,1584237709000,1584237709000,,2,南美洲,10,苏里南,,,1,1,0,0,0,,0,zhangjing1,973010,SUR
130,1071672,1584237709000,1584237709000,,2,北美洲,10,圣文森特和格林纳丁斯,,,1,1,0,0,0,,0,zhangjing1,974012,VCT
131,1071119,1584237709000,1584237709000,,2,亚洲,10,尼泊尔,,,0,1,0,1,0,,0,zhangjing1,953005,NPL
132,1071276,1584237709000,1584237709000,,2,亚洲,10,约旦,,,0,1,0,1,0,,0,zhangjing1,955010,JOR
133,1071568,1584237709000,1584237709000,,2,南美洲,10,圭亚那,,,0,1,0,0,1,,0,zhangjing1,973007,GUY
134,1071668,1584237709000,1584237709000,,2,非洲,10,苏丹,,,0,1,0,0,1,,0,zhangjing1,981005,SDN
